median_income,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,LESS_THAN_1H_OCEAN,INLAND,NEAR_BAY,NEAR_OCEAN,ISLAND,median_house_value
2.5509,-117.91,33.83,32,1855,527.0,2568,504,1,0,0,0,0,170800
2.4931,-117.9,33.82,32,1187,302.0,1003,275,1,0,0,0,0,166900
4.5057,-117.92,33.82,10,1548,506.0,1535,424,1,0,0,0,0,152400
2.9479,-117.91,33.82,32,2696,640.0,2330,626,1,0,0,0,0,184600
2.3843,-117.91,33.82,29,1444,326.0,1038,271,1,0,0,0,0,182900
2.5625,-117.91,33.81,18,1181,353.0,781,340,1,0,0,0,0,153100
3.7014,-117.91,33.82,32,1408,307.0,1331,284,1,0,0,0,0,179600
4.8981,-117.93,33.81,18,3291,587.0,1640,563,1,0,0,0,0,166300
5.6047,-117.92,33.81,34,988,173.0,759,184,1,0,0,0,0,205100
4.2731,-117.93,33.8,34,3903,717.0,2054,716,1,0,0,0,0,218000
4.6696,-117.92,33.8,17,1317,256.0,679,272,1,0,0,0,0,159500
2.9231,-117.9,33.8,21,1342,326.0,748,335,1,0,0,0,0,45000
2.4833,-117.9,33.8,22,2964,829.0,2639,771,1,0,0,0,0,157500
3.0789,-117.9,33.8,23,1368,397.0,1940,358,1,0,0,0,0,350000
4.375,-117.9,33.8,27,2176,442.0,1440,418,1,0,0,0,0,212500
4.2759,-117.94,33.81,33,1891,334.0,932,343,1,0,0,0,0,238000
3.256,-117.94,33.81,25,1731,482.0,1127,455,1,0,0,0,0,214300
5.8461,-117.94,33.81,34,1290,203.0,664,204,1,0,0,0,0,227400
4.5714,-117.94,33.81,26,1589,259.0,735,315,1,0,0,0,0,243200
4.9429,-117.94,33.8,28,2914,489.0,1500,499,1,0,0,0,0,254800
3.6771,-117.94,33.81,24,4602,1131.0,3003,1014,1,0,0,0,0,172200
4.8611,-117.93,33.8,29,1672,267.0,891,281,1,0,0,0,0,231900
4.0735,-117.95,33.82,35,1068,190.0,514,174,1,0,0,0,0,208700
4.3269,-117.95,33.82,35,1117,181.0,496,168,1,0,0,0,0,224700
3.63,-117.96,33.82,32,2856,622.0,1499,601,1,0,0,0,0,183400
3.7917,-117.96,33.82,32,2726,556.0,1513,531,1,0,0,0,0,197400
4.7667,-117.96,33.8,30,729,131.0,488,139,1,0,0,0,0,195200
5.2384,-117.96,33.81,35,1153,192.0,884,208,1,0,0,0,0,177400
4.7772,-117.96,33.81,34,1416,277.0,980,284,1,0,0,0,0,182500
4.7738,-117.96,33.81,35,1996,326.0,1409,330,1,0,0,0,0,180000
3.707,-117.96,33.82,29,2176,468.0,1632,428,1,0,0,0,0,180400
3.6422,-117.96,33.82,19,1199,251.0,730,276,1,0,0,0,0,209400
5.118,-117.95,33.81,33,1724,291.0,943,285,1,0,0,0,0,195200
4.4663,-117.96,33.81,34,1941,356.0,1021,339,1,0,0,0,0,183900
4.025,-117.95,33.81,24,2749,498.0,1367,460,1,0,0,0,0,240700
4.3636,-118.0,33.81,33,2970,547.0,1869,539,1,0,0,0,0,201800
3.5268,-118.0,33.81,22,2642,640.0,1702,588,1,0,0,0,0,174700
4.5179,-118.01,33.81,25,1831,345.0,809,339,1,0,0,0,0,177100
3.1087,-118.0,33.82,24,3002,644.0,1495,634,1,0,0,0,0,202800
4.1276,-118.0,33.81,13,2782,605.0,1749,628,1,0,0,0,0,153800
3.7059,-118.0,33.81,17,2142,436.0,946,412,1,0,0,0,0,146300
3.975,-117.99,33.8,18,383,94.0,487,98,1,0,0,0,0,162500
2.8835,-118.0,33.81,17,1530,404.0,883,344,1,0,0,0,0,196500
2.8625,-117.99,33.82,21,2281,557.0,1510,460,1,0,0,0,0,189600
2.4526,-117.99,33.81,23,3284,795.0,3257,758,1,0,0,0,0,182900
2.2,-117.99,33.81,42,161,40.0,157,50,1,0,0,0,0,153100
4.1667,-117.99,33.81,46,38,8.0,66,14,1,0,0,0,0,162500
2.582,-117.98,33.81,28,3528,816.0,2304,764,1,0,0,0,0,181800
3.7201,-117.98,33.81,18,3751,878.0,2281,815,1,0,0,0,0,183100
5.152,-117.98,33.81,35,897,156.0,479,161,1,0,0,0,0,215600
2.8042,-117.97,33.81,26,4022,1081.0,2457,1001,1,0,0,0,0,206300
4.485,-117.97,33.81,30,2406,462.0,1753,456,1,0,0,0,0,180600
3.3281,-117.99,33.8,25,3179,639.0,2526,623,1,0,0,0,0,180800
4.5263,-117.99,33.79,33,2064,324.0,1384,315,1,0,0,0,0,169000
3.1801,-117.99,33.79,29,2470,560.0,1589,513,1,0,0,0,0,190500
3.9566,-117.99,33.79,35,2301,467.0,2272,454,1,0,0,0,0,167800
5.4876,-117.98,33.8,35,2114,341.0,1077,343,1,0,0,0,0,227500
4.1115,-117.98,33.79,35,2356,478.0,1659,480,1,0,0,0,0,179700
4.3036,-117.98,33.8,32,2161,432.0,1503,402,1,0,0,0,0,191400
5.4631,-117.97,33.8,35,2985,474.0,1614,453,1,0,0,0,0,225600
3.6849,-117.97,33.79,33,3268,641.0,1704,591,1,0,0,0,0,211400
3.6531,-118.0,33.79,18,3679,694.0,1820,652,1,0,0,0,0,143500
3.5313,-117.99,33.78,15,4273,993.0,2300,946,1,0,0,0,0,213000
3.2857,-117.99,33.79,21,2695,707.0,1888,683,1,0,0,0,0,213300
3.9798,-117.98,33.78,31,2825,546.0,1908,563,1,0,0,0,0,187500
4.1818,-117.97,33.79,34,2456,410.0,1289,442,1,0,0,0,0,224200
3.1049,-117.99,33.78,19,7399,1698.0,3554,1593,1,0,0,0,0,173900
3.9479,-117.97,33.78,35,3148,597.0,2110,587,1,0,0,0,0,203800
3.2636,-117.98,33.78,22,4255,971.0,2901,920,1,0,0,0,0,180200
3.4821,-117.96,33.8,33,1984,420.0,1119,387,1,0,0,0,0,231300
5.2816,-117.96,33.79,36,2398,403.0,1261,402,1,0,0,0,0,221800
5.244,-117.96,33.8,35,1493,267.0,811,272,1,0,0,0,0,218000
4.425,-117.96,33.8,33,2362,394.0,1185,387,1,0,0,0,0,188400
5.6935,-117.95,33.79,34,2584,408.0,1233,405,1,0,0,0,0,218300
3.9536,-117.95,33.78,26,4115,883.0,2184,825,1,0,0,0,0,191000
2.0677,-117.96,33.79,29,1813,501.0,1170,482,1,0,0,0,0,214500
6.37,-117.96,33.78,35,1330,201.0,658,217,1,0,0,0,0,229200
2.8,-117.94,33.8,23,2757,734.0,1811,707,1,0,0,0,0,214300
4.4667,-117.95,33.79,34,2912,520.0,1625,501,1,0,0,0,0,190600
4.6389,-117.95,33.8,34,1654,285.0,905,292,1,0,0,0,0,214600
5.237,-117.95,33.8,32,1219,192.0,634,197,1,0,0,0,0,215700
4.7986,-117.94,33.79,24,4179,784.0,1902,733,1,0,0,0,0,236500
4.3906,-117.93,33.78,36,2169,359.0,1018,370,1,0,0,0,0,231300
4.7731,-117.94,33.78,34,2627,468.0,1409,450,1,0,0,0,0,199200
4.0909,-117.93,33.79,36,2363,403.0,1240,391,1,0,0,0,0,190800
5.2129,-117.93,33.79,34,3592,616.0,2138,605,1,0,0,0,0,193400
4.5739,-117.92,33.79,35,1785,288.0,1033,297,1,0,0,0,0,190500
3.1726,-117.92,33.79,29,3692,969.0,2683,881,1,0,0,0,0,198700
2.8622,-117.92,33.79,26,2737,614.0,1877,606,1,0,0,0,0,184300
4.25,-117.91,33.79,22,4417,1054.0,2759,983,1,0,0,0,0,170300
4.0362,-117.91,33.78,33,2729,549.0,2223,535,1,0,0,0,0,177900
3.9018,-117.93,33.78,28,4380,820.0,2187,835,1,0,0,0,0,182300
3.522,-117.92,33.77,28,3614,960.0,3282,889,1,0,0,0,0,190300
3.045,-117.91,33.78,26,4297,1037.0,3596,967,1,0,0,0,0,184000
3.4837,-117.92,33.78,35,1654,323.0,1065,354,1,0,0,0,0,186500
2.9726,-117.95,33.78,9,3553,1035.0,2017,986,1,0,0,0,0,133800
4.5052,-117.94,33.77,32,714,142.0,654,154,1,0,0,0,0,170800
3.2591,-117.94,33.77,33,2964,747.0,2235,718,1,0,0,0,0,175900
3.8056,-117.94,33.78,11,2880,745.0,1806,722,1,0,0,0,0,171100
3.0125,-117.94,33.78,40,299,68.0,163,70,1,0,0,0,0,166100
4.5833,-117.93,33.77,36,3157,582.0,1842,561,1,0,0,0,0,190700
2.4931,-117.96,33.78,26,2136,557.0,1528,537,1,0,0,0,0,236100
3.7303,-117.95,33.78,32,2296,560.0,1376,532,1,0,0,0,0,188500
4.1917,-117.95,33.77,38,1476,308.0,1114,309,1,0,0,0,0,181800
3.2632,-117.95,33.77,38,989,246.0,691,204,1,0,0,0,0,180900
4.1321,-117.96,33.77,32,4398,905.0,2777,884,1,0,0,0,0,222800
2.9414,-117.97,33.77,20,1988,424.0,1277,425,1,0,0,0,0,162200
2.7157,-117.97,33.77,25,1295,417.0,856,342,1,0,0,0,0,350000
2.6618,-117.97,33.77,22,2244,575.0,1543,533,1,0,0,0,0,179600
3.4955,-117.99,33.77,15,2081,531.0,1617,561,1,0,0,0,0,160900
3.6333,-117.98,33.77,7,2252,570.0,1576,550,1,0,0,0,0,169800
3.1771,-117.97,33.76,18,1862,399.0,1301,369,1,0,0,0,0,194000
4.0955,-117.98,33.77,22,3236,673.0,2034,662,1,0,0,0,0,174200
4.32,-117.98,33.76,29,1518,312.0,1086,317,1,0,0,0,0,196900
4.7464,-117.97,33.76,28,1386,272.0,901,294,1,0,0,0,0,187500
4.2813,-117.96,33.76,24,1328,290.0,1012,306,1,0,0,0,0,189500
3.7734,-117.96,33.76,22,2520,556.0,2126,527,1,0,0,0,0,193900
2.7986,-117.96,33.75,14,2509,611.0,1814,547,1,0,0,0,0,176100
4.1295,-117.95,33.76,29,1829,366.0,1703,343,1,0,0,0,0,188000
4.2386,-117.94,33.76,27,2512,506.0,1861,511,1,0,0,0,0,184200
3.7232,-117.94,33.76,33,1441,337.0,1233,331,1,0,0,0,0,176200
4.3512,-117.95,33.76,24,3956,812.0,3196,795,1,0,0,0,0,191400
4.015,-117.94,33.75,30,5268,1093.0,4480,1050,1,0,0,0,0,186700
4.6167,-117.96,33.75,25,1323,208.0,852,229,1,0,0,0,0,237300
2.78,-117.96,33.75,22,2300,539.0,1625,542,1,0,0,0,0,196300
6.6355,-117.95,33.75,19,1983,283.0,1098,275,1,0,0,0,0,276100
5.1416,-117.95,33.75,24,2027,358.0,1405,341,1,0,0,0,0,231400
4.0508,-117.97,33.76,27,1712,325.0,1036,345,1,0,0,0,0,183900
3.9107,-117.97,33.75,26,3361,722.0,2709,648,1,0,0,0,0,190700
3.75,-117.97,33.75,32,1564,270.0,973,290,1,0,0,0,0,190400
4.1577,-117.93,33.76,24,3202,703.0,3308,714,1,0,0,0,0,174100
4.2219,-117.93,33.75,24,1380,339.0,1472,304,1,0,0,0,0,162800
3.5967,-117.93,33.75,15,2448,602.0,1666,575,1,0,0,0,0,141600
3.371,-117.93,33.76,17,3341,803.0,3381,825,1,0,0,0,0,161800
4.05,-117.93,33.76,21,2884,662.0,2613,645,1,0,0,0,0,177900
3.3629,-117.92,33.75,8,2325,598.0,1511,565,1,0,0,0,0,137500
4.0313,-117.92,33.75,19,1920,471.0,1413,432,1,0,0,0,0,147500
4.4732,-117.89,33.77,29,2577,445.0,1849,470,1,0,0,0,0,194800
3.9613,-117.9,33.77,35,2002,378.0,1726,387,1,0,0,0,0,182300
3.0902,-117.91,33.77,26,5556,1398.0,4545,1333,1,0,0,0,0,190400
3.8506,-117.91,33.76,22,7531,1569.0,5254,1523,1,0,0,0,0,167400
2.8438,-117.92,33.76,26,784,177.0,662,169,1,0,0,0,0,174300
2.6442,-117.92,33.75,23,893,223.0,1149,216,1,0,0,0,0,156300
3.0625,-117.92,33.75,32,790,199.0,1196,201,1,0,0,0,0,142800
3.0635,-117.91,33.75,8,2346,679.0,3842,674,1,0,0,0,0,160000
3.9219,-117.93,33.74,15,1206,282.0,677,270,1,0,0,0,0,142600
3.1403,-117.93,33.74,30,1654,434.0,1843,467,1,0,0,0,0,153000
3.3017,-117.93,33.74,5,639,197.0,666,197,1,0,0,0,0,87500
3.1773,-117.92,33.74,13,4620,1265.0,3385,1109,1,0,0,0,0,186500
2.1838,-117.92,33.74,18,1639,491.0,2513,458,1,0,0,0,0,159700
3.3846,-117.91,33.74,15,715,214.0,1394,244,1,0,0,0,0,162500
4.3882,-117.92,33.74,24,5321,1063.0,4011,1047,1,0,0,0,0,189300
3.9816,-117.93,33.73,27,3662,834.0,3009,743,1,0,0,0,0,179500
4.2222,-117.94,33.74,24,4248,840.0,3118,798,1,0,0,0,0,207200
5.2563,-117.94,33.73,24,4197,718.0,2468,714,1,0,0,0,0,211400
3.7162,-117.95,33.74,16,2768,600.0,1182,563,1,0,0,0,0,201200
5.4485,-117.95,33.74,25,1393,243.0,976,245,1,0,0,0,0,225200
5.9838,-117.95,33.74,21,3576,554.0,1846,538,1,0,0,0,0,271900
4.1603,-117.98,33.7,17,1989,411.0,1401,453,1,0,0,0,0,160500
4.4766,-117.98,33.71,24,2308,464.0,1101,407,1,0,0,0,0,230000
3.6696,-117.99,33.71,19,1967,487.0,1251,404,1,0,0,0,0,218800
4.8611,-117.98,33.71,26,1905,373.0,1098,368,1,0,0,0,0,229600
6.0905,-117.96,33.68,26,1374,234.0,731,244,1,0,0,0,0,224800
4.6452,-117.97,33.68,23,1722,316.0,865,309,1,0,0,0,0,273800
4.7656,-117.96,33.68,25,2004,349.0,1085,343,1,0,0,0,0,230700
2.3674,-117.96,33.68,18,2594,539.0,817,485,1,0,0,0,0,219200
4.25,-117.96,33.68,24,6517,1279.0,3441,1198,1,0,0,0,0,152100
5.7301,-117.97,33.68,26,3653,568.0,1930,585,1,0,0,0,0,260900
4.875,-117.95,33.69,26,1417,264.0,817,261,1,0,0,0,0,230400
5.0287,-117.95,33.68,26,2249,344.0,1311,373,1,0,0,0,0,265000
5.5312,-117.95,33.68,27,1732,303.0,1115,308,1,0,0,0,0,239200
3.6364,-117.95,33.68,19,1028,191.0,340,159,1,0,0,0,0,252800
3.0417,-117.95,33.67,25,1611,383.0,554,327,1,0,0,0,0,137300
8.289,-117.95,33.67,25,1799,233.0,810,265,1,0,0,0,0,372400
6.8226,-117.95,33.66,26,1787,227.0,639,224,1,0,0,0,0,329800
7.3719,-117.95,33.66,22,2785,441.0,1086,392,1,0,0,0,0,337400
3.7315,-117.98,33.65,22,3335,754.0,1500,719,1,0,0,0,0,197900
4.2159,-117.98,33.65,18,1027,206.0,436,180,1,0,0,0,0,211300
6.5501,-117.98,33.65,22,3592,527.0,1598,523,1,0,0,0,0,294900
3.8187,-117.98,33.64,20,1851,495.0,792,363,0,0,0,1,0,137500
4.2566,-117.97,33.74,16,1735,380.0,784,360,1,0,0,0,0,139200
3.599,-117.97,33.74,18,2814,539.0,1439,493,1,0,0,0,0,262000
5.7121,-117.97,33.73,27,2097,325.0,1217,331,1,0,0,0,0,222500
5.0875,-117.97,33.73,26,1694,260.0,885,279,1,0,0,0,0,224200
4.1484,-117.96,33.74,19,1783,415.0,1025,383,1,0,0,0,0,230000
6.6324,-117.96,33.73,22,3479,455.0,1454,488,1,0,0,0,0,347600
7.2845,-117.97,33.73,19,4154,560.0,2130,589,1,0,0,0,0,301800
5.4286,-117.97,33.72,24,2991,500.0,1437,453,1,0,0,0,0,273400
5.9582,-117.95,33.72,21,3107,483.0,1688,503,1,0,0,0,0,288000
6.8645,-117.96,33.72,23,3929,559.0,1858,538,1,0,0,0,0,318200
6.7919,-117.93,33.73,19,4021,557.0,1872,545,1,0,0,0,0,295600
7.6709,-117.93,33.72,17,4461,585.0,2095,580,1,0,0,0,0,319500
4.4728,-117.92,33.73,17,1692,293.0,934,280,1,0,0,0,0,205800
3.9929,-117.92,33.73,14,5147,1182.0,3171,1126,1,0,0,0,0,225800
5.5501,-117.92,33.72,17,3318,502.0,1520,498,1,0,0,0,0,274200
5.5702,-117.96,33.71,19,4328,849.0,2243,808,1,0,0,0,0,342600
3.4133,-117.95,33.71,16,6058,1715.0,3285,1495,1,0,0,0,0,290900
4.5962,-117.96,33.71,19,1624,221.0,782,228,1,0,0,0,0,304500
6.1092,-117.95,33.71,20,2781,407.0,1242,408,1,0,0,0,0,306500
5.9449,-117.94,33.71,18,3695,602.0,1779,572,1,0,0,0,0,276500
4.1366,-117.93,33.71,10,2775,717.0,1581,633,1,0,0,0,0,158800
6.1181,-117.94,33.7,18,4827,718.0,2471,716,1,0,0,0,0,284500
6.9261,-117.95,33.69,24,4269,618.0,1954,597,1,0,0,0,0,284600
5.343,-117.95,33.7,17,5781,924.0,2585,915,1,0,0,0,0,231900
7.0907,-117.98,33.69,22,3957,520.0,1774,527,1,0,0,0,0,350200
6.799,-117.97,33.69,21,4112,580.0,1886,581,1,0,0,0,0,292000
7.8195,-117.98,33.7,16,5127,631.0,2142,596,1,0,0,0,0,390500
5.3428,-117.96,33.7,23,4417,740.0,1865,693,1,0,0,0,0,279300
4.725,-117.96,33.7,23,2622,445.0,1103,407,1,0,0,0,0,289600
6.091,-117.96,33.69,20,3123,441.0,1319,432,1,0,0,0,0,290400
7.7313,-117.96,33.69,17,2500,343.0,1242,368,1,0,0,0,0,316700
6.3749,-117.98,33.7,24,3451,504.0,1736,493,1,0,0,0,0,278000
5.6825,-117.98,33.71,24,3430,548.0,1601,512,1,0,0,0,0,264600
5.3737,-117.97,33.71,26,2553,405.0,1337,411,1,0,0,0,0,252900
5.8195,-117.97,33.71,25,3273,478.0,1645,497,1,0,0,0,0,286100
4.0345,-117.99,33.7,25,2017,357.0,1063,369,1,0,0,0,0,229400
4.4148,-117.98,33.7,17,1997,340.0,952,341,1,0,0,0,0,239200
3.7479,-117.99,33.69,17,3386,729.0,1715,666,1,0,0,0,0,213000
5.7117,-117.98,33.69,16,2437,438.0,986,422,1,0,0,0,0,247200
5.6765,-117.97,33.67,25,3906,660.0,1809,622,1,0,0,0,0,265100
5.8541,-117.97,33.66,22,3914,600.0,1871,607,1,0,0,0,0,281500
7.0173,-117.96,33.67,16,5143,652.0,2209,637,1,0,0,0,0,382100
7.5699,-117.96,33.66,19,5925,744.0,2302,729,1,0,0,0,0,333300
7.0151,-117.96,33.65,23,5379,684.0,1826,555,1,0,0,0,0,350600
5.3674,-117.97,33.65,26,2379,336.0,988,346,1,0,0,0,0,339300
6.1572,-117.97,33.63,25,2482,360.0,960,352,0,0,0,1,0,344000
5.7395,-117.96,33.65,24,4462,689.0,1943,712,1,0,0,0,0,289800
7.8453,-117.96,33.65,21,2030,318.0,910,311,1,0,0,0,0,343300
4.0229,-117.96,33.65,18,3603,879.0,1549,756,1,0,0,0,0,363100
6.8939,-117.98,33.61,17,2054,291.0,836,288,0,0,0,1,0,383900
6.2984,-117.97,33.73,18,3698,574.0,2046,614,1,0,0,0,0,269800
6.0494,-117.98,33.72,24,2826,547.0,1738,546,1,0,0,0,0,240400
5.2655,-117.98,33.72,28,3109,561.0,1891,562,1,0,0,0,0,243100
5.8252,-117.98,33.67,7,5664,1174.0,2493,1101,1,0,0,0,0,264700
6.1624,-117.98,33.66,26,3527,547.0,1615,542,1,0,0,0,0,279400
6.979,-117.97,33.67,17,4466,640.0,2166,666,1,0,0,0,0,330700
2.8061,-117.97,33.66,14,6090,1338.0,1974,1248,1,0,0,0,0,180300
7.3982,-117.98,33.68,14,3396,477.0,1542,472,1,0,0,0,0,369100
6.8039,-117.98,33.68,17,2603,373.0,1265,382,1,0,0,0,0,332900
7.3731,-117.97,33.68,16,4508,598.0,2221,623,1,0,0,0,0,390800
5.5105,-117.97,33.68,26,1616,292.0,700,241,1,0,0,0,0,232100
5.888,-118.01,33.67,13,2902,536.0,1125,490,0,0,0,1,0,447700
5.041,-118.01,33.67,16,3581,780.0,1644,774,0,0,0,1,0,397600
4.355,-118.01,33.66,19,4559,1045.0,1949,910,0,0,0,1,0,429200
4.2289,-118.0,33.66,25,4041,903.0,1689,784,0,0,0,1,0,442700
2.8352,-118.02,33.65,38,2548,646.0,755,399,0,0,0,1,0,408300
4.7245,-117.99,33.68,13,4000,883.0,1999,881,1,0,0,0,0,273600
3.5848,-117.99,33.68,18,2024,462.0,1047,451,1,0,0,0,0,186900
4.2165,-117.99,33.67,15,3141,664.0,1729,633,1,0,0,0,0,234600
3.4899,-117.99,33.68,14,3305,841.0,2272,769,1,0,0,0,0,216700
4.625,-117.99,33.67,19,3808,790.0,1776,756,1,0,0,0,0,282200
4.0385,-117.99,33.67,12,2228,479.0,1122,488,1,0,0,0,0,350000
3.5859,-117.99,33.67,17,1692,427.0,903,423,1,0,0,0,0,262500
3.2353,-118.0,33.66,16,2809,708.0,1260,638,0,0,0,1,0,252900
4.6591,-117.99,33.66,29,1330,293.0,613,236,1,0,0,0,0,353100
3.0625,-117.99,33.66,14,3155,653.0,951,575,1,0,0,0,0,268800
4.3409,-118.02,33.62,11,3969,834.0,1508,754,0,0,0,1,0,271400
10.1154,-118.05,33.65,5,7017,935.0,2427,867,0,0,0,1,0,477700
6.4858,-118.0,33.68,12,5241,985.0,2048,943,1,0,0,0,0,285400
4.8125,-118.0,33.67,34,3712,667.0,1521,632,1,0,0,0,0,387800
4.0121,-118.0,33.71,19,4808,1029.0,2422,971,1,0,0,0,0,279700
2.7614,-117.99,33.71,18,1994,578.0,3031,577,1,0,0,0,0,237500
2.7865,-117.99,33.71,17,1600,458.0,1803,432,1,0,0,0,0,216700
5.3886,-118.02,33.71,23,5554,995.0,2408,936,1,0,0,0,0,331900
6.3047,-118.02,33.7,23,5069,770.0,2473,769,1,0,0,0,0,285700
4.4453,-118.02,33.72,22,8844,1706.0,4404,1594,1,0,0,0,0,267800
6.7418,-118.01,33.73,23,4095,578.0,1766,589,1,0,0,0,0,302500
5.1384,-118.02,33.73,24,6393,1141.0,2743,1057,1,0,0,0,0,336900
5.163,-118.03,33.72,24,5203,957.0,2465,946,1,0,0,0,0,261000
4.6649,-118.04,33.72,24,7141,1330.0,3418,1268,1,0,0,0,0,237800
3.8365,-117.99,33.73,24,2104,421.0,1181,414,1,0,0,0,0,250900
6.7395,-118.0,33.73,26,2236,280.0,809,282,1,0,0,0,0,342800
3.1912,-117.99,33.73,20,3182,884.0,1770,817,1,0,0,0,0,220800
5.5514,-117.99,33.72,26,1787,275.0,801,270,1,0,0,0,0,255700
4.2875,-117.99,33.72,17,2801,649.0,1473,535,1,0,0,0,0,134800
3.628,-117.99,33.72,14,2127,537.0,1338,475,1,0,0,0,0,188500
4.7515,-118.01,33.71,18,6565,1357.0,3079,1248,1,0,0,0,0,295600
7.248,-118.01,33.7,24,3856,567.0,1741,588,1,0,0,0,0,302700
11.5199,-118.01,33.69,3,945,115.0,337,123,1,0,0,0,0,500001
4.625,-117.99,33.7,13,4013,903.0,1999,859,1,0,0,0,0,248800
5.3259,-117.99,33.69,16,1476,294.0,886,270,1,0,0,0,0,216400
1.6705,-117.99,33.69,12,2480,858.0,1441,788,1,0,0,0,0,350000
5.8623,-118.02,33.71,24,2598,443.0,1184,435,1,0,0,0,0,287800
7.7854,-118.03,33.7,15,3244,421.0,1259,413,1,0,0,0,0,395300
6.0,-118.03,33.71,26,1483,251.0,738,235,1,0,0,0,0,271400
9.5268,-118.07,33.67,13,5126,711.0,2429,718,0,0,0,1,0,437900
4.7821,-118.04,33.72,14,4494,1048.0,2222,963,1,0,0,0,0,169400
4.1862,-118.05,33.72,14,2673,687.0,1192,656,1,0,0,0,0,188900
4.0238,-118.04,33.72,15,1836,490.0,942,477,1,0,0,0,0,182500
5.883,-118.09,33.7,13,4770,969.0,2261,972,0,0,0,1,0,295100
6.0102,-118.04,33.71,12,4014,868.0,1605,769,1,0,0,0,0,396900
6.6188,-118.09,33.75,32,6239,974.0,2615,950,0,0,0,1,0,380000
4.7773,-118.1,33.74,37,997,262.0,531,282,0,0,0,1,0,400000
5.4011,-118.11,33.75,15,2569,812.0,785,477,0,0,0,1,0,346400
4.8482,-118.11,33.74,43,1222,303.0,565,309,0,0,0,1,0,500001
4.6369,-118.09,33.74,44,1671,390.0,871,367,0,0,0,1,0,422200
5.0926,-118.11,33.75,24,1608,314.0,592,314,0,0,0,1,0,390500
4.537,-118.1,33.74,33,2119,524.0,872,465,0,0,0,1,0,495500
4.6528,-118.1,33.74,31,1310,342.0,563,310,0,0,0,1,0,457100
5.0476,-118.11,33.73,32,1258,333.0,645,334,0,0,0,1,0,500001
4.9044,-118.07,33.72,24,1240,296.0,513,254,0,0,0,1,0,485000
5.1824,-118.07,33.72,32,1179,250.0,369,209,0,0,0,1,0,500001
8.7397,-118.09,33.71,19,1397,271.0,491,197,0,0,0,1,0,500001
5.7704,-118.06,33.72,17,4573,937.0,1619,796,0,0,0,1,0,500001
8.8281,-118.05,33.71,25,4150,570.0,1424,547,0,0,0,1,0,461600
9.8177,-118.06,33.72,22,4311,531.0,1426,533,0,0,0,1,0,500001
9.8346,-118.07,33.73,13,1822,313.0,643,303,0,0,0,1,0,401700
15.0001,-118.06,33.72,14,2665,331.0,964,319,0,0,0,1,0,500001
10.5424,-118.06,33.73,16,4392,602.0,1490,578,1,0,0,0,0,500001
7.1673,-118.08,33.72,14,2021,396.0,696,367,0,0,0,1,0,340700
5.0699,-118.05,33.73,25,2472,450.0,1301,467,1,0,0,0,0,266100
5.2589,-118.05,33.72,17,1875,472.0,900,406,1,0,0,0,0,226100
3.8038,-118.05,33.72,22,5416,1271.0,2260,1184,1,0,0,0,0,174500
1.8015,-118.09,33.77,26,1388,409.0,515,392,1,0,0,0,0,62000
2.1944,-118.08,33.77,26,2461,562.0,971,544,1,0,0,0,0,87500
2.2708,-118.08,33.77,26,2013,551.0,664,510,1,0,0,0,0,67500
1.9074,-118.08,33.77,26,3083,806.0,960,723,1,0,0,0,0,68500
1.4617,-118.08,33.76,25,1995,637.0,743,597,1,0,0,0,0,46900
1.808,-118.09,33.76,26,1625,440.0,533,414,1,0,0,0,0,58500
1.7675,-118.09,33.77,26,5359,1508.0,1829,1393,1,0,0,0,0,61300
1.6111,-118.08,33.76,26,1967,577.0,692,538,1,0,0,0,0,54300
1.2813,-118.08,33.76,26,996,364.0,366,313,1,0,0,0,0,46700
2.0952,-118.08,33.76,27,529,159.0,193,155,1,0,0,0,0,71300
1.7208,-118.09,33.77,27,2301,640.0,847,627,1,0,0,0,0,67500
2.925,-118.0,33.76,26,1876,455.0,1499,436,1,0,0,0,0,176000
4.525,-118.01,33.75,30,3380,722.0,2269,652,1,0,0,0,0,186000
2.7589,-118.0,33.75,26,1382,387.0,1977,368,1,0,0,0,0,137500
6.394,-118.0,33.74,25,2767,346.0,1148,372,1,0,0,0,0,316700
4.25,-118.02,33.76,27,2905,587.0,1781,561,1,0,0,0,0,214800
5.7157,-118.02,33.75,26,2989,479.0,1596,475,1,0,0,0,0,231200
5.742,-118.03,33.76,25,4650,849.0,2503,790,1,0,0,0,0,221900
7.0879,-118.04,33.76,16,2070,263.0,878,297,1,0,0,0,0,338800
5.2001,-118.04,33.75,16,3757,650.0,1291,614,1,0,0,0,0,235600
5.3559,-118.04,33.74,26,2532,421.0,1274,441,1,0,0,0,0,235800
6.128,-118.02,33.74,26,3842,609.0,1961,595,1,0,0,0,0,248200
5.5599,-118.02,33.73,26,3711,610.0,1902,597,1,0,0,0,0,234100
6.0609,-118.01,33.74,25,8110,1264.0,3613,1232,1,0,0,0,0,264900
3.8158,-117.98,33.75,24,3865,802.0,2670,772,1,0,0,0,0,180000
3.3438,-117.98,33.75,37,1264,274.0,783,273,1,0,0,0,0,199600
3.0909,-117.99,33.75,30,1859,462.0,1314,418,1,0,0,0,0,184400
4.7404,-117.98,33.74,29,3443,635.0,2257,620,1,0,0,0,0,207500
4.506,-117.99,33.74,26,4065,741.0,1960,739,1,0,0,0,0,240000
